ID,Type,SKU,Name,Published,Short description,Description,In stock?,Regular price,Categories,Tags
,simple,CTM-0031,Optimización de Estrategias de Servicio al Cliente,1,Optimización De Servicio,Optimización De Servicio,1,825000,Servicios > Atención al Cliente,"servicio,clientum"
,simple,CTM-0032,Transcripción de audio,1,Servicio De Transcripción Profesional De Audio.,Servicio De Transcripción Profesional De Audio.,1,900000,Servicios > Atención al Cliente,"servicio,clientum"
,simple,CTM-0033,Soporte a Usuarios Finales,1,Soporte Técnico Para Usuarios Finales.,Soporte Técnico Para Usuarios Finales.,1,562000,Servicios > Atención al Cliente,"servicio,clientum"
,simple,CTM-0034,Respaldo y recuperación,1,Servicios De Respaldo Y Recuperación De Información.,Servicios De Respaldo Y Recuperación De Información.,1,600000,Servicios > Atención al Cliente,"servicio,clientum"
,simple,CTM-0035,Gestión de redes,1,Gestión Y Mantenimiento De Redes.,Gestión Y Mantenimiento De Redes.,1,638000,Servicios > Atención al Cliente,"servicio,clientum"
,simple,CTM-0036,Soporte básico anual,1,"Soporte Técnico Inicial: Tu aliado tecnológico para un funcionamiento óptimo. Atención personalizada, diagnóstico remoto, soporte telefónico y por correo electrónico, base de conocimientos integral. Minimiza el tiempo de","Soporte Técnico Inicial: Tu aliado tecnológico para un funcionamiento óptimo. Atención personalizada, diagnóstico remoto, soporte telefónico y por correo electrónico, base de conocimientos integral. Minimiza el tiempo de",1,675000,Servicios > Atención al Cliente,"servicio,clientum"
,simple,CTM-0037,Valor Hora - Cliente D,1,Valor Hora Cliente D,Valor Hora Cliente D,1,712000,Servicios > Atención al Cliente,"servicio,clientum"
,simple,CTM-0038,**Soporte Técnico**,1,Soporte Técnico Para Usuarios Finales.,Soporte Técnico Para Usuarios Finales.,1,375000,Servicios > Atención al Cliente,"servicio,clientum"
,simple,CTM-0039,Servicio de catering,1,Servicio De Catering Para Eventos Y Reuniones.,Servicio De Catering Para Eventos Y Reuniones.,1,412000,Servicios > Atención al Cliente,"servicio,clientum"
,simple,CTM-0040,Soporte Integral: Tu solución completa para todas tus necesidades,1,"Soporte Integral: Tu aliado para un negocio sin preocupaciones. Atención personalizada, soporte técnico 24/7, gestión de proyectos, capacitación y auditorías para garantizar el éxito y la tranquilidad de tu negocio.","Soporte Integral: Tu aliado para un negocio sin preocupaciones. Atención personalizada, soporte técnico 24/7, gestión de proyectos, capacitación y auditorías para garantizar el éxito y la tranquilidad de tu negocio.",1,450000,Servicios > Atención al Cliente,"servicio,clientum"
,simple,CTM-0041,"Chatbots para E-commerce: Asistencia 24/7, Respuestas Automáticas y Procesamiento de Pedidos",1,"Chatbots para E-commerce: Asistencia en tiempo real, respuestas a preguntas frecuentes y procesamiento de pedidos","Chatbots para E-commerce: Asistencia en tiempo real, respuestas a preguntas frecuentes y procesamiento de pedidos",1,488000,Servicios > Atención al Cliente,"servicio,clientum"
,simple,CTM-0042,"Desarrollo de Apps Móviles para Ecommerce: Diseño, Implementación y Publicación",1,"Servicio de Desarrollo de Aplicaciones Móviles para E-commerce: Diseño centrado en el usuario, integración perfecta, funcionalidades avanzadas, optimización para dispositivos móviles. Mayor alcance, experiencia de compra","Servicio de Desarrollo de Aplicaciones Móviles para E-commerce: Diseño centrado en el usuario, integración perfecta, funcionalidades avanzadas, optimización para dispositivos móviles. Mayor alcance, experiencia de compra",1,8550000,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,CTM-0043,Desarrollo de Aplicaciones Móviles Nativas para Ecommerce: Mejora la Experiencia de Compra y Fideliza Clientes,1,Servicio de Desarrollo de Aplicación Móvil Nativa Para Ecommerce,Servicio de Desarrollo de Aplicación Móvil Nativa Para Ecommerce,1,9750000,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,CTM-0044,Desarrollo de app móvil,1,"Servicios De Consultoría Y Construcción De Soluciones Móviles Para Mejorar La Productividad, Eficiencia Y Experiencia De Los Usuarios.","Servicios De Consultoría Y Construcción De Soluciones Móviles Para Mejorar La Productividad, Eficiencia Y Experiencia De Los Usuarios.",1,7350000,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,CTM-0045,Soluciones Personalizadas para Apps,1,Soluciones Móviles Personalizadas.,Soluciones Móviles Personalizadas.,1,6150000,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,CTM-0046,Creación de apps móviles,1,Servicio De Creación De Aplicaciones Móviles A Medida.,Servicio De Creación De Aplicaciones Móviles A Medida.,1,4950000,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,CTM-0047,Aplicaciones Móviles para Ecommerce: Crea tu Tienda Online en tu Bolsillo,1,Aplicaciones móviles para e-commerce: la clave para impulsar tu negocio online,Aplicaciones móviles para e-commerce: la clave para impulsar tu negocio online,1,3750000,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,CTM-0048,Diseño avanzado de aplicación móvil,1,Diseño avanzado de aplicación móvil,Diseño avanzado de aplicación móvil,1,1350000,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,CTM-0049,Desarrollo de Apps Móviles con Realidad Aumentada y Virtual: ¡Experiencias Inmersivas en tus Manos!,1,Desarrollo de Apps Móviles con Realidad Aumentada y Virtual: ¡Experiencias Inmersivas al Alcance de tu Mano!,Desarrollo de Apps Móviles con Realidad Aumentada y Virtual: ¡Experiencias Inmersivas al Alcance de tu Mano!,1,2550000,Servicios > Aplicaciones Móviles,"servicio,clientum"
,simple,CTM-0050,Outsourcing de procesos de negocio,1,Servicios De Outsourcing Para Optimizar Y Gestionar Operaciones Clave Del Negocio.,Servicios De Outsourcing Para Optimizar Y Gestionar Operaciones Clave Del Negocio.,1,3300000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0051,Implementación de soluciones de inteligencia artificial (IA) y aprendizaje automático (ML) para automatización de procesos,1,Automatización De Procesos Con Ia Y Ml,Automatización De Procesos Con Ia Y Ml,1,3150000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0052,Automatización de Procesos de Negocio (BPA),1,"Servicios De Consultoría Y Despliegue De Tecnologías De Automatización, Orquestación Y Aprovisionamiento De Recursos De Infraestructura.","Servicios De Consultoría Y Despliegue De Tecnologías De Automatización, Orquestación Y Aprovisionamiento De Recursos De Infraestructura.",1,3000000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0053,Implementación de RPA (Automatización Robótica de Procesos),1,Servicios De Consultoría Y Despliegue De Tecnologías De Automatización Inteligente De Tareas Y Procesos Repetitivos.,Servicios De Consultoría Y Despliegue De Tecnologías De Automatización Inteligente De Tareas Y Procesos Repetitivos.,1,2850000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0054,Automatización de Operaciones de TI (AIOps),1,Soluciones De Automatización De Operaciones De Ti (Aiops).,Soluciones De Automatización De Operaciones De Ti (Aiops).,1,2700000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0055,Automatización con Dolibarr,1,Automatización con Dolibarr,Automatización con Dolibarr,1,2400000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0056,Automatización Avanzada,1,Automatización De Procesos Empresariales,Automatización De Procesos Empresariales,1,2550000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0057,Automatización Empresarial,1,Optimización De Procesos Industriales,Optimización De Procesos Industriales,1,2250000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0058,Integración de Sistemas,1,Migración De Aplicaciones Legacy A Microservicios.,Migración De Aplicaciones Legacy A Microservicios.,1,2100000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0059,Gestión de Flotas y Rutas,1,Herramientas De Automatización,Herramientas De Automatización,1,1950000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0060,Asistencia Virtual para la Gestión de Tareas,1,Asistencia Virtual,Asistencia Virtual,1,1575000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0061,Soluciones RPA (Robotic Process Automation),1,Automatización De Procesos Con Rpa.,Automatización De Procesos Con Rpa.,1,1725000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0062,Soporte Automatizado,1,Soporte Automatizado,Soporte Automatizado,1,1875000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0063,Procesamiento Automatizado de Facturas y Pagos,1,Procesamiento Automatizado,Procesamiento Automatizado,1,1425000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0064,Rediseño De Procesos,1,Análisis Y Rediseño De Procesos.,Análisis Y Rediseño De Procesos.,1,1275000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0065,Automatización de Procesos Ecommerce: Optimiza y Agiliza tu Negocio Online,1,Automatización de Flujos de Trabajo en Ecommerce,Automatización de Flujos de Trabajo en Ecommerce,1,1125000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0066,Consultoría en digitalización de procesos,1,Consultoría En Digitalización De Procesos,Consultoría En Digitalización De Procesos,1,975000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0067,Automatización de Ventas con IA,1,Automatización De Procesos De Marketing Utilizando Ia.,Automatización De Procesos De Marketing Utilizando Ia.,1,825000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0068,Plataformas de Automatización,1,Herramientas De Automatización Empresarial,Herramientas De Automatización Empresarial,1,525000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0069,Optimización de Energía y Recursos,1,Optimización De Energía,Optimización De Energía,1,675000,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,CTM-0070,Desarrollo de Soluciones de Inteligencia Artificial y Machine Learning,1,"Servicios De Consultoría Y Despliegue De Soluciones De Inteligencia Artificial, Aprendizaje De Máquina Y Procesamiento De Datos.","Servicios De Consultoría Y Despliegue De Soluciones De Inteligencia Artificial, Aprendizaje De Máquina Y Procesamiento De Datos.",1,4725000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0071,Desarrollo de Soluciones de BI para KPIs,1,"Servicios De Consultoría Y Construcción De Aplicaciones Para La Extracción De Insights, Predicción De Tendencias Y Toma De Decisiones Basada En Datos.","Servicios De Consultoría Y Construcción De Aplicaciones Para La Extracción De Insights, Predicción De Tendencias Y Toma De Decisiones Basada En Datos.",1,4800000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0072,Servicios de gestión de proyectos,1,Servicios De Consultoría Y Acompañamiento En La Gestión De Proyectos De Cambio Y Mejora Continua.,Servicios De Consultoría Y Acompañamiento En La Gestión De Proyectos De Cambio Y Mejora Continua.,1,4650000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0073,Implementación de soluciones de big data,1,"Servicios De Consultoría Y Despliegue De Soluciones De Analítica De Comportamiento, Usabilidad Y Satisfacción Del Usuario Para Optimizar La Experiencia Digital.","Servicios De Consultoría Y Despliegue De Soluciones De Analítica De Comportamiento, Usabilidad Y Satisfacción Del Usuario Para Optimizar La Experiencia Digital.",1,4575000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0074,IA y Aprendizaje Automático,1,"Servicios De Consultoría Y Despliegue De Soluciones De Ia Para La Automatización De Procesos, Predicción De Tendencias Y Toma De Decisiones.","Servicios De Consultoría Y Despliegue De Soluciones De Ia Para La Automatización De Procesos, Predicción De Tendencias Y Toma De Decisiones.",1,4500000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0075,Consultoría empresarial,1,Servicios De Consultoría Especializada En El Desarrollo De Arquitecturas De Sistemas Y Procesos A Nivel Organizacional.,Servicios De Consultoría Especializada En El Desarrollo De Arquitecturas De Sistemas Y Procesos A Nivel Organizacional.,1,4425000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0076,Gestión de la innovación,1,Servicios De Consultoría Para Potenciar Las Capacidades De Innovación En Las Organizaciones.,Servicios De Consultoría Para Potenciar Las Capacidades De Innovación En Las Organizaciones.,1,4350000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0077,Análisis de datos en tiempo real,1,Soluciones De Análisis De Datos En Tiempo Real.,Soluciones De Análisis De Datos En Tiempo Real.,1,4275000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0078,Gobierno de Datos y Gestión,1,Servicios De Consultoría Especializada En El Diseño E Implementación De Iniciativas De Gobernanza De Datos.,Servicios De Consultoría Especializada En El Diseño E Implementación De Iniciativas De Gobernanza De Datos.,1,4200000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0079,Implementación de Business Intelligence (BI),1,Servicios De Creación De Soluciones De Inteligencia De Negocios (Bi) Para Empresas.,Servicios De Creación De Soluciones De Inteligencia De Negocios (Bi) Para Empresas.,1,4050000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0080,Implementación de Sistemas de IA,1,Gestión De Datos,Gestión De Datos,1,4125000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0081,Consultoría y Estrategia Digital,1,Servicios De Consultoría Especializada En La Planificación E Implementación De Iniciativas De Digitalización.,Servicios De Consultoría Especializada En La Planificación E Implementación De Iniciativas De Digitalización.,1,3975000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0082,BI (Business Intelligence),1,Servicios De Consultoría Y Desarrollo De Plataformas De Inteligencia De Negocios Y Analítica Avanzada.,Servicios De Consultoría Y Desarrollo De Plataformas De Inteligencia De Negocios Y Analítica Avanzada.,1,3825000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0083,Visualización Avanzada de Datos,1,"Servicios De Consultoría Y Desarrollo De Plataformas Para Análisis De Datos, Inteligencia De Negocios Y Generación De Reportes.","Servicios De Consultoría Y Desarrollo De Plataformas Para Análisis De Datos, Inteligencia De Negocios Y Generación De Reportes.",1,3900000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0084,IT Consultancy,1,Consultoría It,Consultoría It,1,3600000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0085,Análisis Predictivo y ML,1,Solución De Análisis Predictivo Para Mantenimiento Basada En Ia,Solución De Análisis Predictivo Para Mantenimiento Basada En Ia,1,3675000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0086,Implementación de Herramientas de BI,1,Servicio De Implementación De Herramientas De Analítica Y Optimización Para Ecommerce.,Servicio De Implementación De Herramientas De Analítica Y Optimización Para Ecommerce.,1,3750000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0087,Soporte Avanzado en BI,1,Análisis De Datos Avanzado.,Análisis De Datos Avanzado.,1,3525000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0088,Optimización de Bases de Datos,1,Servicios De Consultoría Especializada En La Gestión Integral De Datos Empresariales.,Servicios De Consultoría Especializada En La Gestión Integral De Datos Empresariales.,1,3450000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0089,Inteligencia de Mercado para Identificar Tendencias,1,Inteligencia De Mercado,Inteligencia De Mercado,1,3375000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0090,Automatización de Reportes Ejecutivos,1,Automatización De Reportes Con Pentaho,Automatización De Reportes Con Pentaho,1,3300000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0091,Planificación estratégica,1,Servicios De Consultoría Para El Diseño E Implementación De Estrategias Empresariales.,Servicios De Consultoría Para El Diseño E Implementación De Estrategias Empresariales.,1,3150000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0092,Investigación de mercados,1,Servicios De Investigación De Mercados Para Recopilar Y Analizar Información.,Servicios De Investigación De Mercados Para Recopilar Y Analizar Información.,1,3225000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0093,Consultoría en gestión de procesos,1,"Revisión y Optimización de Procesos: Identifica y elimina cuellos de botella, mejora la productividad y reduce costos.","Revisión y Optimización de Procesos: Identifica y elimina cuellos de botella, mejora la productividad y reduce costos.",1,3075000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0094,Análisis de Sentimiento en Redes Sociales,1,Solución De Análisis De Sentimiento En Llamadas Telefónicas Basada En Ia,Solución De Análisis De Sentimiento En Llamadas Telefónicas Basada En Ia,1,3000000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0095,Análisis de Big Data,1,Servicios De Consultoría Y Ejecución De Proyectos De Análisis De Datos Y Big Data Para Empresas.,Servicios De Consultoría Y Ejecución De Proyectos De Análisis De Datos Y Big Data Para Empresas.,1,2700000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0096,Analítica de datos,1,"Servicios De Consultoría Y Despliegue De Soluciones De Analítica Predictiva, Prescriptiva Y En Tiempo Real Para Optimizar Procesos Clave Del Negocio.","Servicios De Consultoría Y Despliegue De Soluciones De Analítica Predictiva, Prescriptiva Y En Tiempo Real Para Optimizar Procesos Clave Del Negocio.",1,2775000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0097,Dashboards Personalizados,1,Implementación De Bi Y Dashboards Personalizados,Implementación De Bi Y Dashboards Personalizados,1,2850000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0098,Consultoría en Machine Learning,1,Consultoría En Machine Learning,Consultoría En Machine Learning,1,2925000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0099,Consultoría en Big Data,1,Consultoría En Gestión Del Cambio,Consultoría En Gestión Del Cambio,1,2625000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0100,Análisis de Datos y Métricas,1,Mejora La Toma De Decisiones Empresariales Con Análisis De Datos.,Mejora La Toma De Decisiones Empresariales Con Análisis De Datos.,1,2550000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0101,Redacción de informes,1,Servicio De Redacción Profesional De Informes.,Servicio De Redacción Profesional De Informes.,1,2475000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0102,Desarrollo de Algoritmos Avanzados,1,Algoritmos Para Marketing Digital.,Algoritmos Para Marketing Digital.,1,2400000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0103,Servicio de Analítica Web: Optimiza tu Ecommerce con Datos Valiosos,1,"Servicio de Análisis de Datos de Ecommerce: Optimiza tu estrategia de negocio online con métricas esenciales, análisis de cohortes, segmentación avanzada y más.","Servicio de Análisis de Datos de Ecommerce: Optimiza tu estrategia de negocio online con métricas esenciales, análisis de cohortes, segmentación avanzada y más.",1,2250000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0104,Soporte para Business Intelligence,1,Soporte para Business Intelligence,Soporte para Business Intelligence,1,2325000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0105,Análisis de Conversiones: Optimiza tu E-commerce y Aumenta tus Ventas,1,Servicio de análisis de conversiones para e-commerce que te permite: Identificar áreas de mejora Optimizar la experiencia del usuario Aumentar las ventas Mejorar el ROI de marketing,Servicio de análisis de conversiones para e-commerce que te permite: Identificar áreas de mejora Optimizar la experiencia del usuario Aumentar las ventas Mejorar el ROI de marketing,1,2175000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0106,Consultoría Adicional Básica: Asesoría Experta para Optimizar tu Negocio,1,"Consultoría Adicional Básica: Asesoramiento personalizado, análisis exhaustivo y planes de acción para el éxito empresarial.","Consultoría Adicional Básica: Asesoramiento personalizado, análisis exhaustivo y planes de acción para el éxito empresarial.",1,2025000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0107,Consultoría en inteligencia competitiva,1,Consultoría En Inteligencia Competitiva,Consultoría En Inteligencia Competitiva,1,2100000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0108,Gestión de Riesgos con IA,1,Solución De Gestión De Riesgos Basada En Ia,Solución De Gestión De Riesgos Basada En Ia,1,1950000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0109,Consultoría en sostenibilidad,1,Consultoría En Desarrollo Sostenible,Consultoría En Desarrollo Sostenible,1,1875000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0110,Análisis de mercado,1,Solución De Análisis De La Competencia Basada En Ia,Solución De Análisis De La Competencia Basada En Ia,1,1800000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0111,Personalización de Informes: Crea Reportes a Medida para tus Necesidades,1,"Desarrollo de Informes Personalizados: Herramienta para la toma de decisiones informada, con informes adaptados, automatizados, integrados y visuales.","Desarrollo de Informes Personalizados: Herramienta para la toma de decisiones informada, con informes adaptados, automatizados, integrados y visuales.",1,1725000,Servicios > Business Intelligence,"servicio,clientum"
,simple,CTM-0112,Optimización de Estrategias de Precios,1,Informe de Análisis de Rendimiento: Información valiosa para el éxito empresarial.,Informe de Análisis de Rendimiento: Información valiosa para el éxito empresarial.,1,1650000,Servicios > Business Intelligence,"servicio,clientum"
