ID,Type,SKU,Name,Published,Short description,Description,In stock?,Regular price,Categories,Tags
,simple,CRS-1153,Gestión de Proyectos Innovadores,1,"Haz realidad tus ideas, crea proyectos que impacten y transforma el mundo.","Haz realidad tus ideas, crea proyectos que impacten y transforma el mundo.",1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-1154,Talento Humano para Pymes,1,"Atrae, retiene y desarrolla talento humano de alto rendimiento, y construye un equipo ganador.","Atrae, retiene y desarrolla talento humano de alto rendimiento, y construye un equipo ganador.",1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-1155,Estrategias de Negocios Ganadoras,1,"Crea planes infalibles, lleva tu negocio al éxito y alcanza la cima del mercado.","Crea planes infalibles, lleva tu negocio al éxito y alcanza la cima del mercado.",1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-1156,Finanzas Empresariales para Pymes,1,"Domina el mundo de las finanzas, toma decisiones inteligentes y lleva tu negocio a la prosperidad.","Domina el mundo de las finanzas, toma decisiones inteligentes y lleva tu negocio a la prosperidad.",1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-1157,Calidad Garantizada,1,Implementa un sistema de gestión de calidad que te diferenciará de la competencia y te convertirá en un referente.,Implementa un sistema de gestión de calidad que te diferenciará de la competencia y te convertirá en un referente.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-1321,Marketing Digital para Principiantes,1,Aprendé las bases del marketing digital y empezá a atraer clientes desde cero.,Aprendé las bases del marketing digital y empezá a atraer clientes desde cero.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-1330,Creación de Tienda Online con Woocommerce,1,Montá tu tienda online paso a paso y empezá a vender sin depender de terceros.,Montá tu tienda online paso a paso y empezá a vender sin depender de terceros.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-1331,Automatización de Procesos Empresariales,1,Eliminá tareas repetitivas y liberá tiempo para lo que realmente importa.,Eliminá tareas repetitivas y liberá tiempo para lo que realmente importa.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-1334,Gestión Financiera Empresarial,1,Controlá el flujo de caja y tomá mejores decisiones financieras para tu empresa.,Controlá el flujo de caja y tomá mejores decisiones financieras para tu empresa.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-1335,Estrategias de Negocios,1,Diseñá estrategias sólidas para hacer crecer tu negocio de forma sostenible.,Diseñá estrategias sólidas para hacer crecer tu negocio de forma sostenible.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-1336,Finanzas Empresariales,1,Entendé los números de tu empresa y llevá las finanzas al siguiente nivel.,Entendé los números de tu empresa y llevá las finanzas al siguiente nivel.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-1337,Innovación Empresarial,1,Incorporá innovación a tu negocio y adelantate a la competencia.,Incorporá innovación a tu negocio y adelantate a la competencia.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-1338,Ecommerce para Pymes en Argentina,1,Vendé online adaptando tu pyme a la realidad del mercado argentino.,Vendé online adaptando tu pyme a la realidad del mercado argentino.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-1339,ERP para Pymes,1,Centralizá la gestión de tu empresa con un ERP pensado para pymes.,Centralizá la gestión de tu empresa con un ERP pensado para pymes.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-1340,Gestión de Proyectos para Pymes,1,Planificá y ejecutá proyectos sin perder el control ni los plazos.,Planificá y ejecutá proyectos sin perder el control ni los plazos.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-1341,WooCommerce (Plataforma de Comercio Electrónico),1,Dominá WooCommerce de punta a punta y sacale el máximo provecho a tu tienda.,Dominá WooCommerce de punta a punta y sacale el máximo provecho a tu tienda.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19824,Complete Financial Analyst Course,1,"You simply have to find a way to acquire practical skills that will give you an edge over the other candidates. But how can you do that? You haven’t had the proper training, and you have never seen ho","You simply have to find a way to acquire practical skills that will give you an edge over the other candidates. But how can you do that? You haven’t had the proper training, and you have never seen ho",1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19826,Sales Training: Practical Sales Techniques,1,"Sales is all about listening to people and prescribing a solution. In every job you'll come across sales moments, whether you're selling yourself in a job interview or selling products to customers - ","Sales is all about listening to people and prescribing a solution. In every job you'll come across sales moments, whether you're selling yourself in a job interview or selling products to customers - ",1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19827,Complete Blender Creator: Learn 3D Modelling,1,"Learn how to create 3D Models and Assets for games using Blender, the free-to-use 3D production suite. We start super simple so you'll be ok with little or no experience. With our online tutorials, yo","Learn how to create 3D Models and Assets for games using Blender, the free-to-use 3D production suite. We start super simple so you'll be ok with little or no experience. With our online tutorials, yo",1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19828,User Experience Design Essentials,1,Are you excited to get into the world of UI/UX but you don't know where to start? This course will allow you to add UX designer to your CV & start getting paid for your new skills. This course is aime,Are you excited to get into the world of UI/UX but you don't know where to start? This course will allow you to add UX designer to your CV & start getting paid for your new skills. This course is aime,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19829,Ultimate Photoshop Training: From Beginner,1,We focus on real-world cases and I present the best techniques that require minimal effort yet produce maximum results. All my content is focused on getting the job done in the least amount of time po,We focus on real-world cases and I present the best techniques that require minimal effort yet produce maximum results. All my content is focused on getting the job done in the least amount of time po,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19830,The Complete JavaScript Course 2019,1,Do you want to learn the number #1 programming language that powers the internet? Are you tired of wasting your time and money on random youtube videos or JavaScript courses that are either too simple,Do you want to learn the number #1 programming language that powers the internet? Are you tired of wasting your time and money on random youtube videos or JavaScript courses that are either too simple,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19831,Wordpress for Beginners - Master Wordpress,1,"This course will guide you through every single step from installation to finished website. I'll show you how you can install Wordpress on your own computer for free, so you don't have to pay for a do","This course will guide you through every single step from installation to finished website. I'll show you how you can install Wordpress on your own computer for free, so you don't have to pay for a do",1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19832,PHP Beginners - Become a PHP Master,1,"Are you new to PHP or need a refresher? Then this course will help you get all the fundamentals of Procedural PHP, Object Oriented PHP, MYSQLi and ending the course by building a CMS system similar to","Are you new to PHP or need a refresher? Then this course will help you get all the fundamentals of Procedural PHP, Object Oriented PHP, MYSQLi and ending the course by building a CMS system similar to",1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19894,Marketing de Contenidos,1,"Creá contenido que atrae, convence y convierte visitas en clientes.","Creá contenido que atrae, convence y convierte visitas en clientes.",1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19895,Marketing Digital,1,Sumate al mundo digital y aprendé a promocionar tu negocio online.,Sumate al mundo digital y aprendé a promocionar tu negocio online.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19896,Marketing en LinkedIn,1,Usá LinkedIn para generar leads B2B y posicionar tu marca profesional.,Usá LinkedIn para generar leads B2B y posicionar tu marca profesional.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19897,Marketing en Redes Sociales,1,Armá una estrategia de redes sociales que realmente genere resultados.,Armá una estrategia de redes sociales que realmente genere resultados.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19898,Marketing por Correo Electrónico,1,Convertí tu lista de contactos en ventas con email marketing efectivo.,Convertí tu lista de contactos en ventas con email marketing efectivo.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19899,Publicidad Online,1,Aprendé a invertir en publicidad digital y maximizar tu retorno.,Aprendé a invertir en publicidad digital y maximizar tu retorno.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19900,Wordpress (CMS),1,Creá y administrá tu sitio web con el CMS más usado del mundo.,Creá y administrá tu sitio web con el CMS más usado del mundo.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19902,Desarrollo de Habilidades de Ventas,1,Mejorá tu técnica de ventas y cerrá más negocios con confianza.,Mejorá tu técnica de ventas y cerrá más negocios con confianza.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19903,Gestión del Tiempo y Productividad,1,"Organizá tu día, priorizá tareas y multiplicá tu productividad.","Organizá tu día, priorizá tareas y multiplicá tu productividad.",1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19904,Inteligencia Emocional,1,Desarrollá tu inteligencia emocional para liderar mejor y decidir con claridad.,Desarrollá tu inteligencia emocional para liderar mejor y decidir con claridad.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19905,Liderazgo y Gestión,1,Convertite en un líder que inspira y gestiona equipos de alto rendimiento.,Convertite en un líder que inspira y gestiona equipos de alto rendimiento.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19906,Negociación,1,Aprendé técnicas de negociación para lograr acuerdos que te convengan.,Aprendé técnicas de negociación para lograr acuerdos que te convengan.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19907,Comunicación Empresarial,1,Comunicate con claridad y profesionalismo en cualquier ámbito de tu empresa.,Comunicate con claridad y profesionalismo en cualquier ámbito de tu empresa.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19908,Habilidades de Comunicación,1,Mejorá cómo te comunicás y potenciá tus relaciones laborales.,Mejorá cómo te comunicás y potenciá tus relaciones laborales.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19911,Desarrollo de Aplicaciones Móviles,1,Dale el salto a tu negocio con una app móvil propia.,Dale el salto a tu negocio con una app móvil propia.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19913,Automatización de Ecommerce,1,Automatizá tu tienda online y ganá tiempo para escalar tu negocio.,Automatizá tu tienda online y ganá tiempo para escalar tu negocio.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19914,Gestión de Proyectos Ágiles,1,Aplicá metodologías ágiles para entregar proyectos más rápido y mejor.,Aplicá metodologías ágiles para entregar proyectos más rápido y mejor.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19915,Gestión de Proyectos,1,"Aprendé a planificar, ejecutar y cerrar proyectos con éxito.","Aprendé a planificar, ejecutar y cerrar proyectos con éxito.",1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19917,Gestión de Talento Humano,1,"Atraé, desarrollá y retené al mejor talento para tu empresa.","Atraé, desarrollá y retené al mejor talento para tu empresa.",1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19918,Gestión de Recursos Humanos para Pymes,1,Profesionalizá la gestión de RRHH sin necesitar un área dedicada.,Profesionalizá la gestión de RRHH sin necesitar un área dedicada.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19920,Seguridad en Línea para Pymes,1,Protegé los datos y sistemas de tu pyme de amenazas digitales.,Protegé los datos y sistemas de tu pyme de amenazas digitales.,1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19980,Gestiona tus Proyectos como un Experto,1,"Domina las mejores prácticas, lleva tus proyectos al éxito y conviértete en un gestor de proyectos reconocido.","Domina las mejores prácticas, lleva tus proyectos al éxito y conviértete en un gestor de proyectos reconocido.",1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19981,Recursos Humanos Eficientes para Pymes,1,"Gestiona tu personal de manera efectiva, optimiza tu negocio y alcanza la excelencia.","Gestiona tu personal de manera efectiva, optimiza tu negocio y alcanza la excelencia.",1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19983,CRM para Pymes,1,"Conoce a tus clientes a fondo, fideliza a los más valiosos y aumenta tus ventas exponencialmente.","Conoce a tus clientes a fondo, fideliza a los más valiosos y aumenta tus ventas exponencialmente.",1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
,simple,CRS-19984,Ecommerce para Pymes Argentinas,1,"Crea tu tienda online, conquista el mercado argentino y alcanza el éxito en el comercio electrónico.","Crea tu tienda online, conquista el mercado argentino y alcanza el éxito en el comercio electrónico.",1,0,Cursos > Campus Virtual,"curso,capacitacion,clientum"
