Term ID,Term Name,Term Slug,Description,Parent ID,Parent Name,Parent Slug,Count
7370,Plan Mensual de Tienda Online Básica,plan-mensual-de-tienda-online-basica,,,,,2
7371,Plan Mensual de Sitio Web Institucional,plan-mensual-de-sitio-web-institucional,,,,,2
7372,Plan de Desarrollo Web Básico,plan-de-desarrollo-web-basico,,,,,2
7373,Plan Anual de Sitio Web Institucional,plan-anual-de-sitio-web-institucional,,,,,2
7374,Personalización de Interfaces de Usuario,personalizacion-de-interfaces-de-usuario,,,,,2
7375,Personalización de Experiencia de Usuario,personalizacion-de-experiencia-de-usuario,,,,,2
7376,Personalización Avanzada de Experiencia de Usuario,personalizacion-avanzada-de-experiencia-de-usuario,,,,,2
7377,Optimización de Tiendas Online,optimizacion-de-tiendas-online,,,,,2
7378,Optimización de Tienda Virtual,optimizacion-de-tienda-virtual,,,,,2
7379,Optimización de Sitios Web,optimizacion-de-sitios-web,,,,,2
7380,Optimización de Rendimiento Web,optimizacion-de-rendimiento-web,,,,,2
7381,Optimización de Rendimiento para Tiendas Virtuales,optimizacion-de-rendimiento-para-tiendas-virtuales,,,,,2
7382,Optimización de Logística para E-commerce,optimizacion-de-logistica-para-e-commerce,,,,,2
7383,Optimización de Experiencia de Usuario para E-commerce,optimizacion-de-experiencia-de-usuario-para-e-commerce,,,,,2
7384,Optimización de Experiencia de Usuario (UX) para E-commerce,optimizacion-de-experiencia-de-usuario-ux-para-e-commerce,,,,,2
7385,Optimización de Experiencia de Usuario (UX) para Comercio Electrónico,optimizacion-de-experiencia-de-usuario-ux-para-comercio-electronico,,,,,2
7386,Optimización de Experiencia de Usuario,optimizacion-de-experiencia-de-usuario,,,,,2
7387,Optimización de Embudos de Conversión para E-commerce,optimizacion-de-embudos-de-conversion-para-e-commerce,,,,,2
7388,Optimización de Embudos de Conversión,optimizacion-de-embudos-de-conversion,,,,,2
7389,Optimización de Conversión para E-commerce,optimizacion-de-conversion-para-e-commerce,,,,,2
7390,Optimización de Conversión para Comercio Electrónico,optimizacion-de-conversion-para-comercio-electronico,,,,,2
7391,Optimización de Búsqueda Interna para E-commerce,optimizacion-de-busqueda-interna-para-e-commerce,,,,,2
7392,Optimización de Búsqueda Interna,optimizacion-de-busqueda-interna,,,,,2
7393,Migración y Modernización de Aplicaciones Legacy,migracion-y-modernizacion-de-aplicaciones-legacy,,,,,2
7394,Migración y Actualización de Plataformas E-commerce,migracion-y-actualizacion-de-plataformas-e-commerce,,,,,2
7395,Migración y Actualización de Plataforma de Comercio Electrónico,migracion-y-actualizacion-de-plataforma-de-comercio-electronico,,,,,2
7396,Migración de Sistemas Legacy,migracion-de-sistemas-legacy,,,,,2
7397,Migración de Plataforma E-commerce,migracion-de-plataforma-e-commerce,,,,,2
7398,Migración de Plataforma de Comercio Electrónico,migracion-de-plataforma-de-comercio-electronico,,,,,2
7399,Migración de Aplicaciones Legacy a Arquitecturas de Microservicios,migracion-de-aplicaciones-legacy-a-arquitecturas-de-microservicios,,,,,2
7400,Migración de Aplicaciones Legacy,migracion-de-aplicaciones-legacy,,,,,2
7401,Mantenimiento de Sitios Web,mantenimiento-de-sitios-web,,,,,2
7402,Mantenimiento de Aplicaciones Web,mantenimiento-de-aplicaciones-web,,,,,2
7403,Integraciones B2B para E-commerce,integraciones-b2b-para-e-commerce,,,,,2
7404,Integración y Optimización de Servicios de Envío y Logística para E-commerce,integracion-y-optimizacion-de-servicios-de-envio-y-logistica-para-e-commerce,,,,,2
7405,Integración y Configuración de Pasarela de Pago para E-commerce,integracion-y-configuracion-de-pasarela-de-pago-para-e-commerce,,,,,2
7406,Integración Omnicanal para Comercio Electrónico,integracion-omnicanal-para-comercio-electronico,,,,,2
7407,Integración Multicanal para E-commerce,integracion-multicanal-para-e-commerce,,,,,2
7408,Integración Multicanal para Comercio Electrónico,integracion-multicanal-para-comercio-electronico,,,,,2
7409,Integración de WooCommerce,integracion-de-woocommerce,,,,,2
7410,Integración de Tienda en Línea con Marketplaces,integracion-de-tienda-en-linea-con-marketplaces,,,,,2
7411,Integración de Soluciones E-commerce,integracion-de-soluciones-e-commerce,,,,,2
7412,Integración de Soluciones de Pago para Tiendas Virtuales,integracion-de-soluciones-de-pago-para-tiendas-virtuales,,,,,2
7413,Integración de Soluciones de Pago para E-commerce,integracion-de-soluciones-de-pago-para-e-commerce,,,,,2
7414,Integración de Soluciones de Pago,integracion-de-soluciones-de-pago,,,,,2
7415,Integración de Sistemas para E-commerce,integracion-de-sistemas-para-e-commerce,,,,,2
7416,Integración de Servicios de Pago para E-commerce,integracion-de-servicios-de-pago-para-e-commerce,,,,,2
7417,Integración de Plataformas de Pago Avanzadas,integracion-de-plataformas-de-pago-avanzadas,,,,,2
7418,Integración de Plataformas de E-commerce,integracion-de-plataformas-de-e-commerce,,,,,2
7419,Integración de Pasarelas de Pago para E-commerce,integracion-de-pasarelas-de-pago-para-e-commerce,,,,,2
7420,Integración de Pasarelas de Pago,integracion-de-pasarelas-de-pago,,,,,2
7421,Integración de Marketplaces,integracion-de-marketplaces,,,,,2
7422,Integración de Marketplace,integracion-de-marketplace,,,,,2
7423,Integración de Funcionalidades Avanzadas para Sitios Web,integracion-de-funcionalidades-avanzadas-para-sitios-web,,,,,2
7424,Integración de E-commerce Personalizada,integracion-de-e-commerce-personalizada,,,,,2
7425,Integración de E-commerce con Marketplaces,integracion-de-e-commerce-con-marketplaces,,,,,2
7426,Integración de Comercio Electrónico con Marketplaces,integracion-de-comercio-electronico-con-marketplaces,,,,,2
7427,Integración con Marketplaces para E-commerce,integracion-con-marketplaces-para-e-commerce,,,,,2
7428,Integración con Marketplaces,integracion-con-marketplaces,,,,,2
7429,Integración Básica de Plataforma E-commerce,integracion-basica-de-plataforma-e-commerce,,,,,2
7430,Integración Básica de E-commerce,integracion-basica-de-e-commerce,,,,,2
7431,Integración Avanzada de E-commerce,integracion-avanzada-de-e-commerce,,,,,2
7432,Implementación Integral de E-commerce,implementacion-integral-de-e-commerce,,,,,2
7433,Implementación de Tienda Virtual Integral,implementacion-de-tienda-virtual-integral,,,,,2
7434,Implementación de Tienda Virtual Básica,implementacion-de-tienda-virtual-basica,,,,,2
7435,Implementación de Tienda Virtual Avanzada,implementacion-de-tienda-virtual-avanzada,,,,,2
7436,Implementación de Tienda Virtual,implementacion-de-tienda-virtual,,,,,2
7437,Implementación de Tienda Online Minorista,implementacion-de-tienda-online-minorista,,,,,2
7438,Implementación de Tienda Online Mayorista,implementacion-de-tienda-online-mayorista,,,,,2
7439,Implementación de Tienda Online Marketplace,implementacion-de-tienda-online-marketplace,,,,,2
7440,Implementación de Tienda Online Básica,implementacion-de-tienda-online-basica,,,,,2
7441,Implementación de Tienda Online,implementacion-de-tienda-online,,,,,2
7442,Implementación de Tienda en Línea para Minoristas,implementacion-de-tienda-en-linea-para-minoristas,,,,,2
7443,Implementación de Tienda en Línea Completa,implementacion-de-tienda-en-linea-completa,,,,,2
7444,Implementación de Tienda en Línea Básica,implementacion-de-tienda-en-linea-basica,,,,,2
7445,Implementación de Suscripciones y Membresías,implementacion-de-suscripciones-y-membresias,,,,,2
7446,Implementación de Soluciones E-commerce,implementacion-de-soluciones-e-commerce,,,,,2
7447,Implementación de Soluciones de Realidad Aumentada y Virtual,implementacion-de-soluciones-de-realidad-aumentada-y-virtual,,,,,2
7448,Implementación de Soluciones de Personalización para E-commerce,implementacion-de-soluciones-de-personalizacion-para-e-commerce,,,,,2
7449,Implementación de Soluciones de Pago para Comercio Electrónico,implementacion-de-soluciones-de-pago-para-comercio-electronico,,,,,2
7450,Implementación de Soluciones de Gestión de Contenidos y Portales Web,implementacion-de-soluciones-de-gestion-de-contenidos-y-portales-web,,,,,2
7451,Implementación de Solución de Pasarela de Pago,implementacion-de-solucion-de-pasarela-de-pago,,,,,2
7452,Implementación de Solución de Pagos para E-commerce,implementacion-de-solucion-de-pagos-para-e-commerce,,,,,2
7453,Implementación de Solución de Pagos,implementacion-de-solucion-de-pagos,,,,,2
7454,Implementación de Solución de Dropshipping,implementacion-de-solucion-de-dropshipping,,,,,2
7455,Implementación de Solución de Comercio Electrónico,implementacion-de-solucion-de-comercio-electronico,,,,,2
7456,Implementación de Sitio Web Institucional,implementacion-de-sitio-web-institucional,,,,,2
7457,Implementación de Sistemas de Suscripción y Membresía,implementacion-de-sistemas-de-suscripcion-y-membresia,,,,,2
7458,Implementación de Sistemas de Pago en Línea,implementacion-de-sistemas-de-pago-en-linea,,,,,2
7459,Implementación de Sistema de Suscripciones para E-commerce,implementacion-de-sistema-de-suscripciones-para-e-commerce,,,,,2
7460,Implementación de Sistema de Recomendaciones Personalizadas para E-commerce,implementacion-de-sistema-de-recomendaciones-personalizadas-para-e-commerce,,,,,2
7461,Implementación de Sistema de Recomendaciones Personalizadas,implementacion-de-sistema-de-recomendaciones-personalizadas,,,,,2
7462,Implementación de Servicios de Suscripción para E-commerce,implementacion-de-servicios-de-suscripcion-para-e-commerce,,,,,2
7463,Implementación de Servicios de Suscripción,implementacion-de-servicios-de-suscripcion,,,,,2
7464,Implementación de Servicios de Pago,implementacion-de-servicios-de-pago,,,,,2
7465,Implementación de Servicios de Logística,implementacion-de-servicios-de-logistica,,,,,2
7466,Implementación de Servicios de Internacionalización,implementacion-de-servicios-de-internacionalizacion,,,,,2
7467,Implementación de Servicios de Fidelización de Clientes,implementacion-de-servicios-de-fidelizacion-de-clientes,,,,,2
7468,Implementación de Servicio de Suscripciones,implementacion-de-servicio-de-suscripciones,,,,,2
7469,Implementación de Servicio de Personalización,implementacion-de-servicio-de-personalizacion,,,,,2
7470,Implementación de Servicio de Membresías,implementacion-de-servicio-de-membresias,,,,,2
7471,Implementación de Servicio de Gestión de Inventario y Logística,implementacion-de-servicio-de-gestion-de-inventario-y-logistica,,,,,2
7472,Implementación de Servicio de Envío y Logística,implementacion-de-servicio-de-envio-y-logistica,,,,,2
7473,Implementación de Servicio de Entrega y Logística,implementacion-de-servicio-de-entrega-y-logistica,,,,,2
7474,Implementación de Realidad Aumentada para E-commerce,implementacion-de-realidad-aumentada-para-e-commerce,,,,,2
7475,Implementación de Realidad Aumentada para Comercio Electrónico,implementacion-de-realidad-aumentada-para-comercio-electronico,,,,,2
7476,Implementación de Programas de Fidelización para E-commerce,implementacion-de-programas-de-fidelizacion-para-e-commerce,,,,,2
7477,Implementación de Programas de Fidelización,implementacion-de-programas-de-fidelizacion,,,,,2
7478,Implementación de Programa de Fidelización para E-commerce,implementacion-de-programa-de-fidelizacion-para-e-commerce,,,,,2
7479,Implementación de Plataformas de Comercio Electrónico,implementacion-de-plataformas-de-comercio-electronico,,,,,2
7480,Implementación de Plataforma E-commerce Avanzada,implementacion-de-plataforma-e-commerce-avanzada,,,,,2
7481,Implementación de Plataforma E-commerce,implementacion-de-plataforma-e-commerce,,,,,2
7482,Implementación de Plataforma de E-commerce,implementacion-de-plataforma-de-e-commerce,,,,,2
7483,Implementación de Plantillas Web Prediseñadas,implementacion-de-plantillas-web-predisenadas,,,,,2
7484,Implementación de Módulos Adicionales para Sitios Web,implementacion-de-modulos-adicionales-para-sitios-web,,,,,2
7485,Implementación de Modelos de Suscripción y Membresía para E-commerce,implementacion-de-modelos-de-suscripcion-y-membresia-para-e-commerce,,,,,2
7486,Implementación de Microservicios y Contenedores,implementacion-de-microservicios-y-contenedores,,,,,2
7487,Implementación de Marketplace para E-commerce,implementacion-de-marketplace-para-e-commerce,,,,,2
7488,Implementación de Marketplace,implementacion-de-marketplace,,,,,2
7489,Implementación de Herramientas de Analítica y Optimización para E-commerce,implementacion-de-herramientas-de-analitica-y-optimizacion-para-e-commerce,,,,,2
7490,Implementación de Estrategia de Precios y Promociones,implementacion-de-estrategia-de-precios-y-promociones,,,,,2
7491,Gestión Integral de Inventario y Logística para E-commerce,gestion-integral-de-inventario-y-logistica-para-e-commerce,,,,,2
7492,Gestión Integral de Inventario y Logística,gestion-integral-de-inventario-y-logistica,,,,,2
7493,Gestión de Inventario para E-commerce,gestion-de-inventario-para-e-commerce,,,,,2
7494,Gestión de Inventario Eficiente para E-commerce,gestion-de-inventario-eficiente-para-e-commerce,,,,,2
7495,Gestión de Contenidos y Copywriting para E-commerce,gestion-de-contenidos-y-copywriting-para-e-commerce,,,,,2
7496,Gestión de Contenidos Web,gestion-de-contenidos-web,,,,,2
7497,Gestión de Catálogo para E-commerce,gestion-de-catalogo-para-e-commerce,,,,,2
7498,Estrategia de Precios y Promociones para E-commerce,estrategia-de-precios-y-promociones-para-e-commerce,,,,,2
7499,Estrategia de Comercio Electrónico,estrategia-de-comercio-electronico,,,,,2
7500,Diseño y Desarrollo Web Básico,diseno-y-desarrollo-web-basico,,,,,2
7501,Diseño y Desarrollo Web Avanzado,diseno-y-desarrollo-web-avanzado,,,,,2
7502,Diseño y Desarrollo de Sitios Web,diseno-y-desarrollo-de-sitios-web,,,,,2
7503,Diseño y Desarrollo de Portales Web y Aplicaciones Web,diseno-y-desarrollo-de-portales-web-y-aplicaciones-web,,,,,2
7504,Diseño y Desarrollo de Interfaces de Usuario (UI) y Experiencia de Usuario (UX),diseno-y-desarrollo-de-interfaces-de-usuario-ui-y-experiencia-de-usuario-ux,,,,,2
7505,Diseño Web Responsivo,diseno-web-responsivo,,,,,2
7506,Diseño Web Personalizado Completo,diseno-web-personalizado-completo,,,,,2
7507,Diseño de Tienda Virtual,diseno-de-tienda-virtual,,,,,2
7508,Diseño de Tienda Online Personalizada,diseno-de-tienda-online-personalizada,,,,,2
7509,Diseño de Sitio Web Corporativo,diseno-de-sitio-web-corporativo,,,,,2
7510,Diseño de Experiencia de Compra para Tiendas Virtuales,diseno-de-experiencia-de-compra-para-tiendas-virtuales,,,,,2
7511,Desarrollo Web Premium,desarrollo-web-premium,,,,,2
7512,Desarrollo Web Personalizado,desarrollo-web-personalizado,,,,,2
7513,Desarrollo e Implementación de Soluciones Blockchain,desarrollo-e-implementacion-de-soluciones-blockchain,,,,,2
7514,Desarrollo de Videojuegos y Aplicaciones de Entretenimiento Interactivo,desarrollo-de-videojuegos-y-aplicaciones-de-entretenimiento-interactivo,,,,,2
7515,Desarrollo de Tiendas en Línea y Comercio Electrónico,desarrollo-de-tiendas-en-linea-y-comercio-electronico,,,,,2
7516,Desarrollo de Tienda Virtual Básica,desarrollo-de-tienda-virtual-basica,,,,,2
7517,Desarrollo de Tienda Virtual Avanzada,desarrollo-de-tienda-virtual-avanzada,,,,,2
7518,Desarrollo de Soluciones E-commerce Personalizadas,desarrollo-de-soluciones-e-commerce-personalizadas,,,,,2
7519,Desarrollo de Soluciones de Realidad Virtual,desarrollo-de-soluciones-de-realidad-virtual,,,,,2
7520,Desarrollo de Soluciones de Realidad Aumentada,desarrollo-de-soluciones-de-realidad-aumentada,,,,,2
7521,Desarrollo de Soluciones de Fidelización para Comercio Electrónico,desarrollo-de-soluciones-de-fidelizacion-para-comercio-electronico,,,,,2
7522,Desarrollo de Software Blockchain y Contratos Inteligentes,desarrollo-de-software-blockchain-y-contratos-inteligentes,,,,,2
7523,Desarrollo de Software a Medida,desarrollo-de-software-a-medida,,,,,2
7524,Desarrollo de Sitio Web de Hasta 5 Páginas,desarrollo-de-sitio-web-de-hasta-5-paginas,,,,,2
7525,Desarrollo de Portales Web y Aplicaciones con Arquitectura de Microservicios,desarrollo-de-portales-web-y-aplicaciones-con-arquitectura-de-microservicios,,,,,2
7526,Desarrollo de Plataforma E-commerce,desarrollo-de-plataforma-e-commerce,,,,,2
7527,Desarrollo de Página Web Adicional,desarrollo-de-pagina-web-adicional,,,,,2
7528,Desarrollo de Integraciones B2B para Comercio Electrónico,desarrollo-de-integraciones-b2b-para-comercio-electronico,,,,,2
7529,Desarrollo de Funcionalidad de Recomendación de Productos para E-commerce,desarrollo-de-funcionalidad-de-recomendacion-de-productos-para-e-commerce,,,,,2
7530,Desarrollo de Contenido Multilingüe,desarrollo-de-contenido-multilingue,,,,,2
7531,Desarrollo de Aplicaciones Web y Móviles con Integración de Blockchain y Criptomonedas,desarrollo-de-aplicaciones-web-y-moviles-con-integracion-de-blockchain-y-criptomonedas,,,,,2
7532,Desarrollo de Aplicaciones Web con Arquitecturas de Microservicios y APIs,desarrollo-de-aplicaciones-web-con-arquitecturas-de-microservicios-y-apis,,,,,2
7533,Desarrollo de Aplicaciones Personalizadas,desarrollo-de-aplicaciones-personalizadas,,,,,2
7534,Desarrollo de Aplicaciones de Realidad Extendida para el Metaverso,desarrollo-de-aplicaciones-de-realidad-extendida-para-el-metaverso,,,,,2
7535,Desarrollo de Aplicaciones con Arquitecturas de Microservicios y Contenedores,desarrollo-de-aplicaciones-con-arquitecturas-de-microservicios-y-contenedores,,,,,2
7536,Creación y Capacitación de Tienda en Línea,creacion-y-capacitacion-de-tienda-en-linea,,,,,2
7537,Consultoría Estratégica en E-commerce,consultoria-estrategica-en-e-commerce,,,,,2
7538,Consultoría en Experiencia de Usuario (UX) y Diseño de Interfaz (UI),consultoria-en-experiencia-de-usuario-ux-y-diseno-de-interfaz-ui,,,,,2
7539,Consultoría en Diseño de E-commerce,consultoria-en-diseno-de-e-commerce,,,,,2
7540,Configuración de Comercio Electrónico,configuracion-de-comercio-electronico,,,,,2
7541,Análisis de Datos para E-commerce,analisis-de-datos-para-e-commerce,,,,,2
7542,Atención al Cliente,atencion-al-cliente,,,,,290
