ID,Type,SKU,Name,Published,Short description,Description,In stock?,Regular price,Categories,Tags
,simple,SRV-CTM-0067,Automatización de Ventas con IA,1,Automatización De Procesos De Marketing Utilizando Ia.,Automatización De Procesos De Marketing Utilizando Ia.,1,825.0,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,SRV-CTM-0068,Plataformas de Automatización,1,Herramientas De Automatización Empresarial,Herramientas De Automatización Empresarial,1,525.0,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,SRV-CTM-0069,Optimización de Energía y Recursos,1,Optimización De Energía,Optimización De Energía,1,675.0,Servicios > Automatización de Procesos,"servicio,clientum"
,simple,SRV-CTM-0070,Desarrollo de Soluciones de Inteligencia Artificial y Machine Learning,1,"Servicios De Consultoría Y Despliegue De Soluciones De Inteligencia Artificial, Aprendizaje De Máquina Y Procesamiento De Datos.","Servicios De Consultoría Y Despliegue De Soluciones De Inteligencia Artificial, Aprendizaje De Máquina Y Procesamiento De Datos.",1,4725.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0071,Desarrollo de Soluciones de BI para KPIs,1,"Servicios De Consultoría Y Construcción De Aplicaciones Para La Extracción De Insights, Predicción De Tendencias Y Toma De Decisiones Basada En Datos.","Servicios De Consultoría Y Construcción De Aplicaciones Para La Extracción De Insights, Predicción De Tendencias Y Toma De Decisiones Basada En Datos.",1,48.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0072,Servicios de gestión de proyectos,1,Servicios De Consultoría Y Acompañamiento En La Gestión De Proyectos De Cambio Y Mejora Continua.,Servicios De Consultoría Y Acompañamiento En La Gestión De Proyectos De Cambio Y Mejora Continua.,1,465.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0073,Implementación de soluciones de big data,1,"Servicios De Consultoría Y Despliegue De Soluciones De Analítica De Comportamiento, Usabilidad Y Satisfacción Del Usuario Para Optimizar La Experiencia Digital.","Servicios De Consultoría Y Despliegue De Soluciones De Analítica De Comportamiento, Usabilidad Y Satisfacción Del Usuario Para Optimizar La Experiencia Digital.",1,4575.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0074,IA y Aprendizaje Automático,1,"Servicios De Consultoría Y Despliegue De Soluciones De Ia Para La Automatización De Procesos, Predicción De Tendencias Y Toma De Decisiones.","Servicios De Consultoría Y Despliegue De Soluciones De Ia Para La Automatización De Procesos, Predicción De Tendencias Y Toma De Decisiones.",1,45.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0075,Consultoría empresarial,1,Servicios De Consultoría Especializada En El Desarrollo De Arquitecturas De Sistemas Y Procesos A Nivel Organizacional.,Servicios De Consultoría Especializada En El Desarrollo De Arquitecturas De Sistemas Y Procesos A Nivel Organizacional.,1,4425.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0076,Gestión de la innovación,1,Servicios De Consultoría Para Potenciar Las Capacidades De Innovación En Las Organizaciones.,Servicios De Consultoría Para Potenciar Las Capacidades De Innovación En Las Organizaciones.,1,435.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0077,Análisis de datos en tiempo real,1,Soluciones De Análisis De Datos En Tiempo Real.,Soluciones De Análisis De Datos En Tiempo Real.,1,4275.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0078,Gobierno de Datos y Gestión,1,Servicios De Consultoría Especializada En El Diseño E Implementación De Iniciativas De Gobernanza De Datos.,Servicios De Consultoría Especializada En El Diseño E Implementación De Iniciativas De Gobernanza De Datos.,1,42.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0079,Implementación de Business Intelligence (BI),1,Servicios De Creación De Soluciones De Inteligencia De Negocios (Bi) Para Empresas.,Servicios De Creación De Soluciones De Inteligencia De Negocios (Bi) Para Empresas.,1,405.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0080,Implementación de Sistemas de IA,1,Gestión De Datos,Gestión De Datos,1,4125.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0081,Consultoría y Estrategia Digital,1,Servicios De Consultoría Especializada En La Planificación E Implementación De Iniciativas De Digitalización.,Servicios De Consultoría Especializada En La Planificación E Implementación De Iniciativas De Digitalización.,1,3975.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0082,BI (Business Intelligence),1,Servicios De Consultoría Y Desarrollo De Plataformas De Inteligencia De Negocios Y Analítica Avanzada.,Servicios De Consultoría Y Desarrollo De Plataformas De Inteligencia De Negocios Y Analítica Avanzada.,1,3825.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0083,Visualización Avanzada de Datos,1,"Servicios De Consultoría Y Desarrollo De Plataformas Para Análisis De Datos, Inteligencia De Negocios Y Generación De Reportes.","Servicios De Consultoría Y Desarrollo De Plataformas Para Análisis De Datos, Inteligencia De Negocios Y Generación De Reportes.",1,39.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0084,IT Consultancy,1,Consultoría It,Consultoría It,1,36.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0085,Análisis Predictivo y ML,1,Solución De Análisis Predictivo Para Mantenimiento Basada En Ia,Solución De Análisis Predictivo Para Mantenimiento Basada En Ia,1,3675.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0086,Implementación de Herramientas de BI,1,Servicio De Implementación De Herramientas De Analítica Y Optimización Para Ecommerce.,Servicio De Implementación De Herramientas De Analítica Y Optimización Para Ecommerce.,1,375.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0087,Soporte Avanzado en BI,1,Análisis De Datos Avanzado.,Análisis De Datos Avanzado.,1,3525.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0088,Optimización de Bases de Datos,1,Servicios De Consultoría Especializada En La Gestión Integral De Datos Empresariales.,Servicios De Consultoría Especializada En La Gestión Integral De Datos Empresariales.,1,345.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0089,Inteligencia de Mercado para Identificar Tendencias,1,Inteligencia De Mercado,Inteligencia De Mercado,1,3375.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0090,Automatización de Reportes Ejecutivos,1,Automatización De Reportes Con Pentaho,Automatización De Reportes Con Pentaho,1,33.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0091,Planificación estratégica,1,Servicios De Consultoría Para El Diseño E Implementación De Estrategias Empresariales.,Servicios De Consultoría Para El Diseño E Implementación De Estrategias Empresariales.,1,315.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0092,Investigación de mercados,1,Servicios De Investigación De Mercados Para Recopilar Y Analizar Información.,Servicios De Investigación De Mercados Para Recopilar Y Analizar Información.,1,3225.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0093,Consultoría en gestión de procesos,1,"Revisión y Optimización de Procesos: Identifica y elimina cuellos de botella, mejora la productividad y reduce costos.","Revisión y Optimización de Procesos: Identifica y elimina cuellos de botella, mejora la productividad y reduce costos.",1,3075.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0094,Análisis de Sentimiento en Redes Sociales,1,Solución De Análisis De Sentimiento En Llamadas Telefónicas Basada En Ia,Solución De Análisis De Sentimiento En Llamadas Telefónicas Basada En Ia,1,3.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0095,Análisis de Big Data,1,Servicios De Consultoría Y Ejecución De Proyectos De Análisis De Datos Y Big Data Para Empresas.,Servicios De Consultoría Y Ejecución De Proyectos De Análisis De Datos Y Big Data Para Empresas.,1,27.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0096,Analítica de datos,1,"Servicios De Consultoría Y Despliegue De Soluciones De Analítica Predictiva, Prescriptiva Y En Tiempo Real Para Optimizar Procesos Clave Del Negocio.","Servicios De Consultoría Y Despliegue De Soluciones De Analítica Predictiva, Prescriptiva Y En Tiempo Real Para Optimizar Procesos Clave Del Negocio.",1,2775.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0097,Dashboards Personalizados,1,Implementación De Bi Y Dashboards Personalizados,Implementación De Bi Y Dashboards Personalizados,1,285.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0098,Consultoría en Machine Learning,1,Consultoría En Machine Learning,Consultoría En Machine Learning,1,2925.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0099,Consultoría en Big Data,1,Consultoría En Gestión Del Cambio,Consultoría En Gestión Del Cambio,1,2625.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0100,Análisis de Datos y Métricas,1,Mejora La Toma De Decisiones Empresariales Con Análisis De Datos.,Mejora La Toma De Decisiones Empresariales Con Análisis De Datos.,1,255.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0101,Redacción de informes,1,Servicio De Redacción Profesional De Informes.,Servicio De Redacción Profesional De Informes.,1,2475.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0102,Desarrollo de Algoritmos Avanzados,1,Algoritmos Para Marketing Digital.,Algoritmos Para Marketing Digital.,1,24.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0103,Servicio de Analítica Web: Optimiza tu Ecommerce con Datos Valiosos,1,"Servicio de Análisis de Datos de Ecommerce: Optimiza tu estrategia de negocio online con métricas esenciales, análisis de cohortes, segmentación avanzada y más.","Servicio de Análisis de Datos de Ecommerce: Optimiza tu estrategia de negocio online con métricas esenciales, análisis de cohortes, segmentación avanzada y más.",1,225.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0104,Support for BI,1,Soporte Especializado Bi,Soporte Especializado Bi,1,2325.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0105,Análisis de Conversiones: Optimiza tu E-commerce y Aumenta tus Ventas,1,Servicio de análisis de conversiones para e-commerce que te permite: Identificar áreas de mejora Optimizar la experiencia del usuario Aumentar las ventas Mejorar el ROI de marketing,Servicio de análisis de conversiones para e-commerce que te permite: Identificar áreas de mejora Optimizar la experiencia del usuario Aumentar las ventas Mejorar el ROI de marketing,1,2175.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0106,Consultoría Adicional Básica: Asesoría Experta para Optimizar tu Negocio,1,"Consultoría Adicional Básica: Asesoramiento personalizado, análisis exhaustivo y planes de acción para el éxito empresarial.","Consultoría Adicional Básica: Asesoramiento personalizado, análisis exhaustivo y planes de acción para el éxito empresarial.",1,2025.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0107,Consultoría en inteligencia competitiva,1,Consultoría En Inteligencia Competitiva,Consultoría En Inteligencia Competitiva,1,21.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0108,Gestión de Riesgos con IA,1,Solución De Gestión De Riesgos Basada En Ia,Solución De Gestión De Riesgos Basada En Ia,1,195.0,Servicios > Business Intelligence,"servicio,clientum"
,simple,SRV-CTM-0109,Consultoría en sostenibilidad,1,Consultoría En Desarrollo Sostenible,Consultoría En Desarrollo Sostenible,1,1875.0,Servicios > Business Intelligence,"servicio,clientum"
